MutantNo,[FAIL | TIME | EXC | LIVE]
749,EXC
750,FAIL
751,EXC
752,LIVE
753,LIVE
754,LIVE
755,EXC
756,LIVE
757,EXC
758,FAIL
759,LIVE
760,EXC
761,FAIL
762,LIVE
763,FAIL
764,EXC
765,EXC
766,EXC
767,EXC
768,EXC
769,EXC
770,EXC
771,EXC
772,EXC
773,LIVE
774,EXC
775,EXC
776,EXC
777,LIVE
778,EXC
779,LIVE
