MutantNo,[FAIL | TIME | EXC | LIVE]
1370,FAIL
1371,FAIL
1372,LIVE
1373,FAIL
1374,LIVE
1375,EXC
1376,FAIL
1377,FAIL
1378,LIVE
1379,LIVE
1380,FAIL
1381,LIVE
1382,EXC
1383,FAIL
1384,FAIL
1385,FAIL
1386,FAIL
1387,LIVE
1388,FAIL
1389,FAIL
1390,FAIL
1391,FAIL
1392,FAIL
1393,FAIL
1394,FAIL
1395,LIVE
1396,EXC
1397,FAIL
1398,LIVE
1399,EXC
1400,FAIL
1401,FAIL
1402,LIVE
1403,FAIL
1404,LIVE
1405,EXC
1406,FAIL
1407,LIVE
1408,EXC
1409,FAIL
1410,FAIL
1411,FAIL
1412,FAIL
1413,FAIL
1414,FAIL
1415,FAIL
1416,FAIL
1417,FAIL
1418,FAIL
1419,FAIL
1420,FAIL
1421,FAIL
1422,FAIL
1423,FAIL
1424,FAIL
1425,FAIL
1426,FAIL
1427,FAIL
1428,LIVE
1429,LIVE
1430,FAIL
1431,FAIL
1432,FAIL
1433,FAIL
1434,FAIL
1435,FAIL
1436,FAIL
1437,FAIL
1438,FAIL
1439,FAIL
1440,FAIL
1441,FAIL
1442,FAIL
1443,LIVE
1444,EXC
1445,FAIL
1446,FAIL
1447,FAIL
1448,EXC
1449,FAIL
1450,FAIL
1451,FAIL
1452,FAIL
1453,LIVE
1454,EXC
1455,FAIL
1456,FAIL
1457,FAIL
1458,FAIL
1459,FAIL
1460,FAIL
1461,FAIL
1462,FAIL
1463,FAIL
1464,FAIL
1465,FAIL
1466,FAIL
1467,FAIL
1468,FAIL
1469,FAIL
1470,FAIL
1471,FAIL
1472,FAIL
1473,FAIL
1474,FAIL
1475,FAIL
1476,FAIL
1477,FAIL
1478,FAIL
1479,FAIL
1480,FAIL
1481,FAIL
1482,FAIL
1483,FAIL
1484,FAIL
1485,FAIL
1486,FAIL
1487,FAIL
1488,FAIL
1489,FAIL
1490,FAIL
1491,FAIL
1492,LIVE
1493,FAIL
1494,LIVE
1495,FAIL
1496,FAIL
1497,FAIL
1498,FAIL
1499,LIVE
1500,FAIL
1501,FAIL
1502,FAIL
1503,LIVE
1504,FAIL
1505,FAIL
1506,FAIL
1507,FAIL
1508,FAIL
1509,FAIL
1510,FAIL
1511,FAIL
1512,FAIL
1513,FAIL
1514,FAIL
1515,FAIL
1516,FAIL
1517,FAIL
1518,FAIL
1519,FAIL
1520,FAIL
1521,FAIL
1522,FAIL
1523,FAIL
1524,FAIL
1525,FAIL
1526,LIVE
1527,FAIL
1528,FAIL
1529,LIVE
1530,FAIL
1531,FAIL
1532,FAIL
1533,FAIL
1534,FAIL
1535,FAIL
1536,FAIL
1537,FAIL
1538,FAIL
1539,FAIL
1540,FAIL
1541,FAIL
1542,FAIL
1543,LIVE
1544,FAIL
1545,FAIL
1546,FAIL
1547,LIVE
1548,FAIL
1549,FAIL
1550,FAIL
1551,FAIL
1552,FAIL
1553,FAIL
1554,FAIL
1555,FAIL
1556,FAIL
1557,FAIL
1558,LIVE
1559,FAIL
1560,LIVE
1561,EXC
1562,LIVE
1563,LIVE
1564,FAIL
1565,FAIL
1566,FAIL
1567,LIVE
1568,LIVE
1569,LIVE
1570,FAIL
1571,EXC
1572,LIVE
1573,LIVE
1574,LIVE
1575,EXC
1576,FAIL
1577,LIVE
1578,EXC
1579,FAIL
1580,LIVE
1581,EXC
1582,FAIL
1583,FAIL
1584,EXC
1585,FAIL
1586,FAIL
1587,LIVE
1588,EXC
1589,FAIL
1590,FAIL
1591,EXC
1592,FAIL
1593,FAIL
1594,FAIL
1595,FAIL
1596,EXC
1597,FAIL
1598,LIVE
1599,EXC
1600,FAIL
1601,EXC
1602,EXC
1603,EXC
1604,FAIL
1605,LIVE
1606,LIVE
1607,EXC
1611,EXC
1612,LIVE
1613,LIVE
1614,EXC
1618,EXC
1619,LIVE
1620,LIVE
1621,EXC
1622,LIVE
1623,EXC
1624,EXC
1625,EXC
1626,LIVE
1627,LIVE
1628,EXC
1629,LIVE
1630,LIVE
1631,EXC
1632,LIVE
1633,EXC
1634,FAIL
1635,LIVE
1636,EXC
1637,LIVE
1638,FAIL
1639,EXC
1640,EXC
1641,EXC
1642,FAIL
1643,FAIL
1644,EXC
1645,FAIL
1646,FAIL
1647,FAIL
1648,FAIL
1649,LIVE
1650,LIVE
1651,FAIL
1652,FAIL
1653,FAIL
1654,FAIL
1655,FAIL
1656,LIVE
1657,EXC
1658,FAIL
1659,FAIL
1660,FAIL
1661,FAIL
1662,FAIL
1663,FAIL
1664,FAIL
1665,FAIL
1666,FAIL
1667,FAIL
1668,FAIL
1669,FAIL
1670,FAIL
1671,FAIL
1672,FAIL
1673,FAIL
1674,FAIL
1675,LIVE
1676,FAIL
1677,FAIL
1678,FAIL
1679,LIVE
1680,FAIL
1681,LIVE
1682,EXC
1683,FAIL
1684,FAIL
1685,FAIL
1686,FAIL
1687,FAIL
1688,LIVE
1689,EXC
1690,FAIL
1691,LIVE
1692,FAIL
1693,FAIL
1694,FAIL
1695,FAIL
1696,FAIL
1697,FAIL
1698,FAIL
1699,FAIL
1700,FAIL
1701,FAIL
1702,FAIL
1703,FAIL
1704,FAIL
1705,FAIL
1706,FAIL
1707,FAIL
1708,FAIL
1709,FAIL
1710,FAIL
1711,FAIL
1712,FAIL
1713,FAIL
1714,FAIL
1715,FAIL
1716,FAIL
1717,FAIL
1718,LIVE
1719,EXC
1720,FAIL
1721,FAIL
1722,FAIL
1723,EXC
1724,FAIL
1725,FAIL
1726,FAIL
1727,FAIL
1728,FAIL
1729,FAIL
1730,FAIL
1731,FAIL
1732,FAIL
1733,FAIL
1734,FAIL
1735,FAIL
1736,LIVE
1737,FAIL
1738,LIVE
1743,LIVE
1744,FAIL
1745,LIVE
1746,LIVE
1747,LIVE
1748,LIVE
1749,FAIL
1750,FAIL
1751,LIVE
1752,LIVE
1753,LIVE
1754,FAIL
1755,LIVE
1756,LIVE
1757,LIVE
1758,LIVE
1759,FAIL
1760,LIVE
1761,EXC
1762,FAIL
1763,FAIL
1764,FAIL
1765,FAIL
1766,FAIL
1767,LIVE
1768,EXC
1769,FAIL
1770,FAIL
1771,FAIL
1772,FAIL
1773,FAIL
1774,FAIL
1775,FAIL
1776,FAIL
1777,TIME
1778,FAIL
1779,FAIL
1780,FAIL
1781,FAIL
1782,FAIL
1783,FAIL
1784,FAIL
1785,FAIL
1786,LIVE
1787,FAIL
1788,FAIL
1789,LIVE
1790,LIVE
1791,LIVE
1792,LIVE
1793,LIVE
1794,LIVE
1795,FAIL
1796,LIVE
1797,LIVE
1798,LIVE
1799,LIVE
1800,LIVE
1801,LIVE
1802,FAIL
1803,LIVE
1804,LIVE
1805,FAIL
1806,LIVE
1807,LIVE
1808,FAIL
1809,FAIL
1810,LIVE
1811,EXC
1812,FAIL
1813,FAIL
1814,FAIL
1815,FAIL
1816,FAIL
1817,FAIL
1818,FAIL
1819,FAIL
1820,FAIL
1821,LIVE
1822,EXC
1823,FAIL
1824,FAIL
1825,FAIL
1826,EXC
1827,FAIL
1828,LIVE
1829,EXC
1830,FAIL
1831,FAIL
1832,FAIL
1833,FAIL
1834,FAIL
1835,LIVE
1836,EXC
1837,FAIL
1838,FAIL
1839,FAIL
1840,FAIL
1841,FAIL
1842,FAIL
1843,FAIL
1844,FAIL
1845,FAIL
1846,FAIL
1847,FAIL
1848,FAIL
1849,FAIL
1850,FAIL
1851,LIVE
1852,LIVE
1853,LIVE
1854,LIVE
1855,LIVE
1856,FAIL
1857,FAIL
1858,FAIL
1859,FAIL
1860,LIVE
1861,EXC
1862,FAIL
1863,LIVE
1864,LIVE
1865,EXC
1866,LIVE
1867,LIVE
1868,EXC
1869,FAIL
1870,LIVE
1871,EXC
1872,FAIL
1873,FAIL
1874,LIVE
1875,LIVE
1876,FAIL
1877,LIVE
1878,EXC
1879,LIVE
1880,LIVE
1881,EXC
1882,FAIL
1883,FAIL
1884,FAIL
1885,FAIL
1886,LIVE
1887,LIVE
1888,FAIL
1889,FAIL
1890,FAIL
1891,FAIL
1892,FAIL
1893,FAIL
1894,FAIL
1895,FAIL
1896,FAIL
1897,FAIL
1898,FAIL
1899,FAIL
1900,FAIL
1901,FAIL
1902,FAIL
1903,FAIL
1904,FAIL
1905,FAIL
1906,FAIL
1907,FAIL
1908,FAIL
1909,FAIL
1910,FAIL
1911,FAIL
1912,FAIL
1913,FAIL
1914,FAIL
1915,FAIL
1916,FAIL
1917,FAIL
1918,FAIL
1919,FAIL
1920,FAIL
1921,FAIL
1922,FAIL
1923,FAIL
1924,FAIL
1925,FAIL
1926,FAIL
1927,FAIL
1928,FAIL
1929,FAIL
1930,FAIL
1931,FAIL
1932,FAIL
1933,FAIL
1934,FAIL
1935,FAIL
1936,FAIL
1937,FAIL
1938,FAIL
1939,FAIL
1940,FAIL
1941,FAIL
1942,FAIL
1943,FAIL
1944,FAIL
1945,FAIL
1946,FAIL
1947,FAIL
1948,FAIL
1949,FAIL
1950,FAIL
1951,FAIL
1952,FAIL
1953,FAIL
1954,FAIL
1955,FAIL
1956,FAIL
1957,FAIL
1958,FAIL
1959,FAIL
1960,FAIL
1961,FAIL
1962,FAIL
1963,FAIL
1964,FAIL
1965,FAIL
1966,FAIL
1967,EXC
1968,FAIL
1969,LIVE
1970,EXC
1971,FAIL
1972,FAIL
1973,FAIL
1974,FAIL
1975,FAIL
1976,FAIL
1977,FAIL
1978,FAIL
1979,FAIL
1980,FAIL
1981,FAIL
1982,FAIL
1983,FAIL
1984,FAIL
1985,FAIL
1986,FAIL
1987,FAIL
1988,FAIL
1989,FAIL
1990,FAIL
1991,FAIL
1992,FAIL
1993,FAIL
1994,FAIL
1995,FAIL
1996,LIVE
1997,EXC
1998,LIVE
1999,FAIL
2000,FAIL
2001,LIVE
2005,LIVE
2006,LIVE
2007,LIVE
2008,FAIL
2009,LIVE
2010,FAIL
2011,LIVE
2012,LIVE
2013,LIVE
2014,FAIL
2015,FAIL
2016,EXC
2017,EXC
2018,EXC
2019,FAIL
2020,FAIL
2021,EXC
2022,FAIL
2023,FAIL
2024,EXC
2025,FAIL
2026,LIVE
2027,EXC
2028,FAIL
2029,FAIL
2030,FAIL
2031,FAIL
2032,FAIL
2033,FAIL
2034,FAIL
2035,FAIL
2036,FAIL
2037,FAIL
2038,FAIL
2039,FAIL
2040,FAIL
2041,LIVE
2042,EXC
2043,FAIL
2044,LIVE
2045,EXC
2046,FAIL
2047,LIVE
2048,EXC
2049,FAIL
2050,FAIL
2051,FAIL
2052,FAIL
2053,FAIL
2054,LIVE
2055,LIVE
2056,FAIL
2057,LIVE
2058,EXC
2059,FAIL
2060,LIVE
2061,EXC
2062,FAIL
2063,FAIL
2064,FAIL
2065,FAIL
2066,FAIL
2067,LIVE
2068,LIVE
2069,LIVE
2070,EXC
2071,FAIL
2072,FAIL
2073,FAIL
2074,LIVE
2075,EXC
2076,FAIL
2077,EXC
2078,LIVE
2079,FAIL
2080,FAIL
2081,FAIL
2082,FAIL
2083,FAIL
2084,EXC
2085,FAIL
2086,FAIL
2087,FAIL
2088,FAIL
2089,FAIL
2090,FAIL
2091,FAIL
2092,FAIL
2093,EXC
2094,EXC
2095,EXC
2096,EXC
2097,EXC
2098,EXC
2099,EXC
2100,LIVE
2101,FAIL
2102,FAIL
2103,LIVE
2104,EXC
2105,FAIL
2106,FAIL
2107,FAIL
2108,EXC
2109,FAIL
2110,FAIL
2111,FAIL
2112,FAIL
2113,FAIL
2114,LIVE
2115,EXC
2116,FAIL
2117,FAIL
2118,FAIL
2119,EXC
2120,FAIL
2121,FAIL
2122,FAIL
2123,FAIL
2124,FAIL
2125,LIVE
2126,EXC
2127,FAIL
2128,LIVE
2129,EXC
2130,FAIL
2131,FAIL
2132,FAIL
2133,FAIL
2134,FAIL
2135,LIVE
2136,EXC
2137,FAIL
2138,FAIL
2139,FAIL
2140,FAIL
2141,FAIL
2142,EXC
2143,EXC
2144,LIVE
2145,LIVE
2146,LIVE
2147,EXC
